Type;MP;Beta
hat;0.2;5,37746144998690e-01
hat;0.2;8,37120211807005e-01
hat;0.2;5,25148929202347e-01
hat;0.2;3,79813666827441e-01
hat;0.2;6,15312897867733e-01
hat;0.2;5,85831181191017e-01
hat;0.2;4,07806307156254e-01
hat;0.2;1,34107289346049e-01
hat;0.2;7,27497934080403e-01
hat;0.2;9,01116695397675e-01
hat;0.2;3,01598410207192e-01
hat;0.2;5,16470470699067e-01
hat;0.2;6,65389646121662e-01
hat;0.2;4,92568239136902e-01
hat;0.2;2,11938282204736e-01
hat;0.2;8,03245699527312e-01
hat;0.2;4,53644958974811e-01
hat;0.2;5,72919131687429e-01
hat;0.2;5,26446713719385e-01
hat;0.2;5,43655745551406e-01
hat;0.2;2,20820795538705e-01
hat;0.2;5,40154383932150e-01
hat;0.2;6,54671621628823e-01
hat;0.2;9,17338270283140e-01
hat;0.2;4,95010887371655e-01
hat;0.2;2,45140890061562e-01
hat;0.2;1,85723797106462e-01
hat;0.2;5,63650775815212e-01
hat;0.2;5,98393368156436e-01
hat;0.2;5,39940464710554e-01
hat;0.2;2,81048389712376e-01
hat;0.2;2,54280555751759e-01
hat;0.2;4,92709360290439e-01
hat;0.2;5,09778731931304e-01
hat;0.2;8,01939231743052e-01
hat;0.2;4,56107571847770e-01
hat;0.2;-6,81539868825800e-02
hat;0.2;5,16320558206775e-01
hat;0.2;4,42846275853706e-01
hat;0.2;5,80668288936714e-01
hat;0.2;5,81808899336599e-01
hat;0.2;1,63727693485397e-01
hat;0.2;5,94198060324161e-01
hat;0.2;2,97535732922579e-01
hat;0.2;9,40262637265294e-01
hat;0.2;3,02644159361443e-01
hat;0.2;2,99692109711721e-01
hat;0.2;3,82088942925147e-01
hat;0.2;2,05427684347052e-01
hat;0.2;6,90435827228208e-02
hat;0.2;5,15026692376749e-01
hat;0.2;7,14065680696482e-01
hat;0.2;4,93107146128727e-01
hat;0.2;1,92055301423285e-01
hat;0.2;5,89947718667147e-01
hat;0.2;1,13935702861048e+00
hat;0.2;1,11949707341973e-01
hat;0.2;6,76856698507186e-01
hat;0.2;4,29302124469800e-01
hat;0.2;1,89272519501346e-01
hat;0.2;9,81676081209559e-02
hat;0.2;9,01924820987275e-01
hat;0.2;7,55355852186822e-01
hat;0.2;6,71406657395572e-01
hat;0.2;4,15772773182222e-01
hat;0.2;4,91558591279394e-01
hat;0.2;5,53057376635787e-01
hat;0.2;1,96904024764201e-01
hat;0.2;1,00529636789392e-01
hat;0.2;3,15382580541612e-01
hat;0.2;4,71685106671927e-01
hat;0.2;2,59097584919018e-01
hat;0.2;7,08873391566752e-01
hat;0.2;6,84121519983718e-01
hat;0.2;6,31718610450623e-01
hat;0.2;6,45440107095893e-01
hat;0.2;5,80995712574682e-01
hat;0.2;2,58304463733898e-01
hat;0.2;2,82274124030986e-01
hat;0.2;8,78871133577286e-01
hat;0.2;8,53952086328484e-01
hat;0.2;4,47376235995901e-01
hat;0.2;4,56605058698578e-01
hat;0.2;4,10043526391414e-01
hat;0.2;4,50231626746928e-01
hat;0.2;1,73276526892005e-01
hat;0.2;3,37792762243879e-01
hat;0.2;2,25866852724985e-01
hat;0.2;5,07049393310168e-02
hat;0.2;5,43806979633076e-01
hat;0.2;6,99450801521417e-01
hat;0.2;8,01515619586503e-01
hat;0.2;7,77093264348163e-01
hat;0.2;2,56467587615428e-01
hat;0.2;3,67355207261876e-01
hat;0.2;3,35181093179252e-01
hat;0.2;5,95173985020170e-01
hat;0.2;5,52494569000553e-01
hat;0.2;2,33942375369001e-01
hat;0.2;1,50881357223541e-01
hat;0.2;8,38259144070917e-01
hat;0.2;-1,82913282732316e-01
hat;0.2;4,17367350097071e-01
hat;0.2;5,84633758046187e-01
hat;0.2;3,49376546099247e-02
hat;0.2;5,95985300712488e-01
hat;0.2;4,20529840707171e-01
hat;0.2;1,93983286721384e-01
hat;0.2;4,93484622000407e-01
hat;0.2;8,76211791020216e-01
hat;0.2;5,58838668627758e-01
hat;0.2;3,71830736519911e-01
hat;0.2;4,64252664065968e-01
hat;0.2;1,77589955387500e-01
hat;0.2;6,79211107632086e-01
hat;0.2;5,28656702146815e-01
hat;0.2;4,18657399863868e-01
hat;0.2;5,71922374558733e-01
hat;0.2;8,00945281489377e-01
hat;0.2;8,27597556786786e-01
hat;0.2;5,40456704519145e-01
hat;0.2;8,33074915104830e-01
hat;0.2;3,75784600378852e-01
hat;0.2;1,58825464021681e-01
hat;0.2;4,31841614173163e-01
hat;0.2;4,02698479959248e-01
hat;0.2;6,10121670788212e-01
hat;0.2;2,81210677733210e-01
hat;0.2;2,93838492694096e-01
hat;0.2;6,99970859221182e-01
hat;0.2;4,08425067772178e-01
hat;0.2;5,95489873834799e-01
hat;0.2;4,74569136224184e-01
hat;0.2;7,56508525852394e-01
hat;0.2;8,35770218342880e-01
hat;0.2;5,09545071666369e-01
hat;0.2;4,26570790636138e-01
hat;0.2;7,10571895961156e-01
hat;0.2;4,25379601936114e-01
hat;0.2;7,52444725076218e-01
hat;0.2;3,20421884331807e-01
hat;0.2;4,09676634354854e-01
hat;0.2;7,07854174707336e-01
hat;0.2;3,06697944874278e-01
hat;0.2;3,10666896225615e-01
hat;0.2;6,12861200860311e-01
hat;0.2;2,01097897301294e-01
hat;0.2;7,48798789344702e-01
hat;0.2;7,55194755661870e-01
hat;0.2;3,16523309778733e-01
hat;0.2;4,91093176475483e-01
hat;0.2;5,09217415443523e-01
hat;0.2;2,30161136380427e-01
hat;0.2;8,11941297059166e-01
hat;0.2;8,55913016662824e-01
hat;0.2;1,99977508263526e-01
hat;0.2;4,84981451350637e-01
hat;0.2;7,27765566564995e-01
hat;0.2;7,78958227973105e-01
hat;0.2;5,84876620576719e-01
hat;0.2;4,77131492385411e-01
hat;0.2;2,34812000524327e-01
hat;0.2;4,59420510280958e-01
hat;0.2;5,86844000181718e-01
hat;0.2;-6,15334300946091e-02
hat;0.2;4,06728712841254e-01
hat;0.2;4,14810472417725e-01
hat;0.2;6,19764100105592e-01
hat;0.2;3,42280201584889e-01
hat;0.2;7,85702223653582e-01
hat;0.2;2,69052388473016e-01
hat;0.2;1,39508600652368e-01
hat;0.2;7,89306387402259e-02
hat;0.2;5,83111090347155e-01
hat;0.2;3,78304931887925e-01
hat;0.2;3,75247493306440e-01
hat;0.2;1,83128840942578e-01
hat;0.2;2,65957029373088e-01
hat;0.2;1,02828308216654e+00
hat;0.2;3,19063876899796e-01
hat;0.2;4,88573760107193e-01
hat;0.2;5,59328573600393e-01
hat;0.2;2,69944752991927e-01
hat;0.2;6,68940511344504e-01
hat;0.2;5,64487716400368e-01
hat;0.2;6,68536486902259e-01
hat;0.2;3,79874268164742e-01
hat;0.2;4,51713871837884e-01
hat;0.2;7,83466611169673e-01
hat;0.2;4,96746112368855e-01
hat;0.2;6,22919658144562e-01
hat;0.2;7,15009455464964e-01
hat;0.2;2,22174868267987e-01
hat;0.2;6,22323135726336e-01
hat;0.2;2,90366138840401e-01
hat;0.2;2,82983270356211e-01
hat;0.2;4,93194181906916e-01
hat;0.2;5,12594710799091e-01
hat;0.2;2,04931739253792e-01
hat;0.2;1,59642965849631e-01
hat;0.2;7,62217410853510e-01
hat;0.2;3,06589039405820e-01
hat;0.2;7,00209191081028e-01
hat;0.2;4,84833810593715e-01
hat;0.2;6,07863362351606e-01
hat;0.2;4,06864382143342e-01
hat;0.2;7,29113525318114e-01
hat;0.2;8,17887995809892e-01
hat;0.2;5,18583725827421e-01
hat;0.2;3,91147749551265e-01
hat;0.2;2,73863030047603e-01
hat;0.2;6,37493421565696e-01
hat;0.2;7,60613953778977e-01
hat;0.2;1,01845760248486e+00
hat;0.2;3,97825454051158e-01
hat;0.2;7,01642360304428e-01
hat;0.2;3,50791862478056e-01
hat;0.2;2,65157514150493e-01
hat;0.2;5,77772784181983e-01
hat;0.2;5,78312289406859e-01
hat;0.2;5,41016344667236e-01
hat;0.2;3,02950931132648e-01
hat;0.2;6,38785142996567e-01
hat;0.2;4,34374447817578e-01
hat;0.2;7,97109462399312e-01
hat;0.2;2,13988960944954e-01
hat;0.2;7,59802781753389e-01
hat;0.2;6,57261310499954e-01
hat;0.2;8,39253689325590e-01
hat;0.2;5,13020040428830e-01
hat;0.2;1,57333273112659e-01
hat;0.2;8,13223572389144e-01
hat;0.2;7,68673130364963e-01
hat;0.2;8,24842885838109e-01
hat;0.2;6,04291552880770e-01
hat;0.2;7,15247656052177e-01
hat;0.2;5,86517197791094e-01
hat;0.2;-1,52042537113602e-02
hat;0.2;6,91136221800607e-01
hat;0.2;6,36072775890812e-01
hat;0.2;4,41095477487208e-01
hat;0.2;2,34950721316603e-01
hat;0.2;8,89321521115447e-01
hat;0.2;3,47516036648286e-01
hat;0.2;6,51125388678377e-01
hat;0.2;2,16035778547418e-01
hat;0.2;5,60680817884476e-01
hat;0.2;6,29800044002314e-01
hat;0.2;3,64048446326235e-01
hat;0.2;3,53691414396301e-01
hat;0.2;1,50969165992650e-01
hat;0.2;5,54711062057571e-01
hat;0.2;2,92577512325663e-01
hat;0.2;5,78243168019988e-01
hat;0.2;1,70856151756168e-01
hat;0.2;1,68724975503959e-01
hat;0.2;4,22934881062284e-01
hat;0.2;5,97678308436317e-01
hat;0.2;2,31858546810700e-01
hat;0.2;1,13297383018542e-01
hat;0.2;2,67772663557993e-01
hat;0.2;4,98871975571664e-01
hat;0.2;4,96935227067344e-01
hat;0.2;2,42418636005883e-01
hat;0.2;3,28347618544303e-01
hat;0.2;4,04704491079536e-01
hat;0.2;5,51565557008619e-01
hat;0.2;3,26697492736210e-01
hat;0.2;6,69596412812527e-01
hat;0.2;2,32694581793408e-01
hat;0.2;2,62784072442092e-01
hat;0.2;6,11093340575085e-01
hat;0.2;8,35769523904563e-01
hat;0.2;5,19879352561427e-01
hat;0.2;6,36197493018738e-01
hat;0.2;5,88971459512783e-01
hat;0.2;3,01044192816419e-01
hat;0.2;5,52417822103740e-01
hat;0.2;7,85996200198503e-01
hat;0.2;8,75757195756868e-01
hat;0.2;8,76020165775191e-01
hat;0.2;6,01838702881624e-01
hat;0.2;1,80765230111843e-01
hat;0.2;5,57172529481194e-01
hat;0.2;4,73835954416788e-01
hat;0.2;7,39937902667908e-01
hat;0.2;5,31966717157724e-01
hat;0.2;6,18794643174312e-01
hat;0.2;4,04797713086462e-01
hat;0.2;5,95931400275316e-01
hat;0.2;2,25587267730289e-01
hat;0.2;3,87270426317803e-01
hat;0.2;4,64924214636553e-01
hat;0.2;7,64059444145382e-01
hat;0.2;3,35958512085482e-01
hat;0.2;3,93395330679032e-01
hat;0.2;8,55456644452816e-01
hat;0.2;9,15356434888067e-01
hat;0.2;7,46832927039552e-01
hat;0.2;7,39491234556680e-01
hat;0.2;6,18240331647575e-01
hat;0.2;2,44316235691388e-01
hat;0.2;4,26268437136396e-01
hat;0.2;5,55422890439552e-01
hat;0.2;5,96117684745388e-01
hat;0.2;7,72982595125632e-01
hat;0.2;4,63439664753399e-01
hat;0.2;9,50956077016157e-01
hat;0.2;5,00114626078100e-01
hat;0.2;6,04305292772344e-01
hat;0.2;4,55270848477692e-01
hat;0.2;5,05427488798074e-01
hat;0.2;4,78366761698881e-01
hat;0.2;2,86777313503126e-01
hat;0.2;9,17436831410290e-02
hat;0.2;8,71890317164484e-01
hat;0.2;4,66808332628679e-01
hat;0.2;3,71748991319340e-01
hat;0.2;3,42506297373275e-01
hat;0.2;5,04234903876086e-01
hat;0.2;7,34236746832097e-01
hat;0.2;7,24545353501188e-01
hat;0.2;8,79351458561815e-01
hat;0.2;5,04057033891265e-01
hat;0.2;7,00502378653145e-01
hat;0.2;4,66241176673780e-01
hat;0.2;7,04702719864782e-01
hat;0.2;6,06795261114983e-01
hat;0.2;6,68875509920342e-02
hat;0.2;2,33290983760397e-01
hat;0.2;5,75077670033171e-01
hat;0.2;5,18160440416597e-01
hat;0.2;3,26916341908242e-01
hat;0.2;6,85945981250171e-01
hat;0.2;6,62761554413567e-01
hat;0.2;5,36232127967556e-01
hat;0.2;5,24319719920123e-01
hat;0.2;8,14805191721183e-01
hat;0.2;2,75925805775296e-02
hat;0.2;7,19709291273800e-01
hat;0.2;5,03169147892718e-01
hat;0.2;2,45861766126079e-01
hat;0.2;2,87151953297572e-01
hat;0.2;2,83270795807777e-01
hat;0.2;5,62839405149080e-01
hat;0.2;5,45399848580358e-01
hat;0.2;3,48907071756456e-01
hat;0.2;1,29070008248059e-01
hat;0.2;2,70842102019757e-01
hat;0.2;2,67592273037014e-01
hat;0.2;7,36504272033199e-01
hat;0.2;7,58806448491483e-01
hat;0.2;8,68907678730919e-02
hat;0.2;3,22597394878054e-01
hat;0.2;5,74306427895446e-01
hat;0.2;1,62446911704381e-01
hat;0.2;7,32417262210781e-01
hat;0.2;6,41354171476928e-01
hat;0.2;4,53604724444158e-01
hat;0.2;5,41364489750230e-01
hat;0.2;1,64515617732580e-01
hat;0.2;5,30789079785859e-01
hat;0.2;6,19052795274019e-01
hat;0.2;4,43028748326637e-01
hat;0.2;6,22329312431667e-01
hat;0.2;8,78107059509320e-01
hat;0.2;7,02193119845886e-02
hat;0.2;3,33252206218532e-01
hat;0.2;4,63851129537847e-02
hat;0.2;2,48987574415453e-01
hat;0.2;3,18326284135416e-01
hat;0.2;6,14770531917579e-01
hat;0.2;9,34799748611710e-01
hat;0.2;5,63892639168876e-01
hat;0.2;4,27016025515641e-01
hat;0.2;5,41413222704872e-01
hat;0.2;4,86897600580505e-01
hat;0.2;3,86623551204381e-01
hat;0.2;4,71175326977198e-01
hat;0.2;7,96499658343715e-01
hat;0.2;7,88978879265989e-01
hat;0.2;4,33285912671202e-01
hat;0.2;5,84101840104423e-01
hat;0.2;5,51602770971671e-01
hat;0.2;6,01839817600460e-01
hat;0.2;5,46339009299764e-01
hat;0.2;4,15826527793930e-01
hat;0.2;2,09004087062349e-01
hat;0.2;5,57777659773072e-01
hat;0.2;6,41556729963567e-01
hat;0.2;4,58335328698611e-01
hat;0.2;3,70888564104205e-01
hat;0.2;4,72038634189675e-02
hat;0.2;4,74686797522981e-01
hat;0.2;7,94596355774453e-01
hat;0.2;7,31688090215490e-01
hat;0.2;4,27347752528158e-01
hat;0.2;2,11721074028947e-01
hat;0.2;4,17301012393677e-01
hat;0.2;7,09784068367391e-01
hat;0.2;5,24004173673457e-01
hat;0.2;7,33543086663830e-01
hat;0.2;7,24980615751862e-01
hat;0.2;5,84364944455400e-01
hat;0.2;5,83341278599710e-01
hat;0.2;5,08589627648670e-01
hat;0.2;4,59331599735121e-01
hat;0.2;3,26572619451669e-01
hat;0.2;4,56679204877256e-01
hat;0.2;5,75704259678891e-01
hat;0.2;5,16366053402894e-01
hat;0.2;8,27057608130837e-01
hat;0.2;3,03570982413688e-01
hat;0.2;6,18931564176212e-01
hat;0.2;6,43685374487451e-01
hat;0.2;3,97389709045565e-01
hat;0.2;3,75192831013708e-01
hat;0.2;3,33822903348608e-01
hat;0.2;4,91458477457335e-01
hat;0.2;8,84186811590451e-01
hat;0.2;2,81615349044927e-01
hat;0.2;3,15977203811928e-01
hat;0.2;-1,26856483569195e-02
hat;0.2;5,25496932993331e-01
hat;0.2;2,79648270586851e-01
hat;0.2;5,37367865233668e-01
hat;0.2;1,23532205193036e-01
hat;0.2;7,87593435512669e-01
hat;0.2;4,09423476815121e-01
hat;0.2;4,16226239298320e-01
hat;0.2;7,14586841494337e-01
hat;0.2;1,18552119009058e-01
hat;0.2;6,58528870235166e-01
hat;0.2;3,80320861290428e-01
hat;0.2;3,33470709750769e-01
hat;0.2;3,67783942919101e-01
hat;0.2;8,28488081759353e-01
hat;0.2;3,34769428085285e-01
hat;0.2;4,82226983490388e-01
hat;0.2;6,04500019737568e-01
hat;0.2;-2,09469513497705e-01
hat;0.2;2,57945327336175e-01
hat;0.2;2,62078855213162e-01
hat;0.2;1,52685687807554e-01
hat;0.2;4,06203374108917e-01
hat;0.2;6,86953749904574e-01
hat;0.2;-1,80524550622131e-01
hat;0.2;6,59736407594857e-01
hat;0.2;5,34044288090767e-01
hat;0.2;6,07403978869728e-01
hat;0.2;7,98870471121974e-01
hat;0.2;5,02174779771986e-01
hat;0.2;1,27503583297911e-01
hat;0.2;2,11260790332734e-01
hat;0.2;7,21463605469286e-01
hat;0.2;8,24133012124955e-01
hat;0.2;5,01900741427165e-01
hat;0.2;7,35177841206199e-01
hat;0.2;5,46932738665545e-01
hat;0.2;7,86891908326618e-01
hat;0.2;2,54312773799642e-01
hat;0.2;6,02550295098364e-01
hat;0.2;7,97413469206298e-01
hat;0.2;6,91493877831603e-01
hat;0.2;3,19596168273828e-01
hat;0.2;2,82272068786524e-01
hat;0.2;4,67414983640734e-01
hat;0.2;8,51526324792897e-01
hat;0.2;3,13387161404339e-01
hat;0.2;3,19850831617446e-01
hat;0.2;3,38209492387026e-01
hat;0.2;4,86717936493278e-01
hat;0.2;1,49735505167121e-01
hat;0.2;1,72484699458288e-01
hat;0.2;3,04060514229823e-01
hat;0.2;6,58467614791864e-01
hat;0.2;4,71131909541813e-01
hat;0.2;-6,98503394668425e-02
hat;0.2;6,84950987966294e-01
hat;0.2;8,55428596727367e-01
hat;0.2;3,02232312328713e-01
hat;0.2;3,56342085195359e-01
hat;0.2;4,07060497850809e-01
hat;0.2;6,40777820167219e-01
hat;0.2;2,83654848191745e-01
hat;0.2;6,15934685140230e-01
hat;0.2;5,73399764615931e-01
hat;0.2;3,51243602605416e-01
hat;0.2;6,47717761186998e-01
hat;0.2;3,39771881994996e-01
hat;0.2;6,42147762063173e-01
hat;0.2;3,76707886507011e-01
hat;0.2;3,52779260882557e-01
hat;0.2;4,90877521932971e-01
hat;0.2;7,96752097199345e-01
hat;0.2;8,81771720814168e-01
hat;0.2;7,75476475654602e-01
hat;0.2;1,80033635515234e-01
hat;0.3;3,18854113460180e-01
hat;0.3;6,26034973510093e-01
hat;0.3;3,36966031547905e-01
hat;0.3;-4,65539266678648e-02
hat;0.3;6,54104253917641e-01
hat;0.3;8,51727893232345e-02
hat;0.3;7,63999765680117e-01
hat;0.3;7,60950095150819e-01
hat;0.3;-2,29536192269964e-01
hat;0.3;3,19731616989602e-01
hat;0.3;-3,01511562625889e-02
hat;0.3;2,79771959380417e-01
hat;0.3;2,31560945644554e-01
hat;0.3;6,46943956303310e-01
hat;0.3;-3,60601138146421e-02
hat;0.3;2,30675723714122e-01
hat;0.3;2,62844636124351e-01
hat;0.3;2,84859942079567e-01
hat;0.3;-4,98141001060858e-02
hat;0.3;4,40462761190741e-02
hat;0.3;-9,69325274290429e-02
hat;0.3;4,99171525362456e-01
hat;0.3;4,11828321360464e-01
hat;0.3;2,25646944223905e-01
hat;0.3;1,90122200262781e-01
hat;0.3;1,44466539866194e-02
hat;0.3;1,10418229073849e-01
hat;0.3;2,82804680784371e-01
hat;0.3;2,02012457006964e-01
hat;0.3;4,01886742605820e-01
hat;0.3;5,28324789158659e-01
hat;0.3;9,46484842262663e-02
hat;0.3;3,40084569361230e-01
hat;0.3;-5,74862642848718e-02
hat;0.3;3,76159714004182e-01
hat;0.3;2,53405018571250e-02
hat;0.3;1,06002870551931e-01
hat;0.3;1,30616407799494e-01
hat;0.3;6,72340624690291e-01
hat;0.3;2,80108413153852e-01
hat;0.3;1,24117537471430e-01
hat;0.3;2,15142416062494e-01
hat;0.3;5,70000045402689e-01
hat;0.3;3,17967617116785e-01
hat;0.3;2,46884839464867e-01
hat;0.3;3,82703990152359e-01
hat;0.3;5,70983051468254e-01
hat;0.3;4,71417610503487e-01
hat;0.3;2,34140129320349e-01
hat;0.3;6,67887886995934e-01
hat;0.3;1,73594236287134e-01
hat;0.3;-8,49761020176665e-02
hat;0.3;3,58538793030745e-01
hat;0.3;1,26527314932997e-01
hat;0.3;2,91061596863798e-01
hat;0.3;5,08799192938394e-01
hat;0.3;6,71074184646403e-01
hat;0.3;-1,14792062475752e-01
hat;0.3;9,22704993077174e-01
hat;0.3;1,53348304991021e-01
hat;0.3;5,11171818237263e-01
hat;0.3;6,08395188495458e-01
hat;0.3;5,87657579983493e-01
hat;0.3;6,92938145269776e-01
hat;0.3;2,22001598068688e-01
hat;0.3;9,39134182317423e-02
hat;0.3;6,36671193369557e-01
hat;0.3;3,69288771946145e-01
hat;0.3;2,78489382893376e-01
hat;0.3;2,99697024428273e-01
hat;0.3;4,53453050907282e-01
hat;0.3;1,97200715743616e-01
hat;0.3;1,15648559437759e-01
hat;0.3;3,97114060973860e-01
hat;0.3;3,04494567320918e-01
hat;0.3;6,45198637403781e-01
hat;0.3;3,82361973780197e-03
hat;0.3;1,71899748152204e-01
hat;0.3;6,57572505514063e-01
hat;0.3;1,16294394234159e-01
hat;0.3;1,78233613144107e-01
hat;0.3;4,25233227506772e-01
hat;0.3;5,31269083253596e-01
hat;0.3;4,00607476234271e-01
hat;0.3;4,25707979578516e-01
hat;0.3;5,07742393150758e-01
hat;0.3;6,61739432024038e-01
hat;0.3;2,21348408884554e-02
hat;0.3;8,98632937539318e-01
hat;0.3;5,28330093210496e-01
hat;0.3;2,30640743070279e-01
hat;0.3;4,10041312806086e-03
hat;0.3;3,25376206612063e-01
hat;0.3;3,41758005553235e-02
hat;0.3;-3,67464629969360e-02
hat;0.3;7,36020334315806e-01
hat;0.3;2,22605247168840e-01
hat;0.3;-1,33466908090656e-01
hat;0.3;3,39296510827292e-01
hat;0.3;5,05899350034407e-01
hat;0.3;7,20276498659717e-01
hat;0.3;4,22247135462811e-02
hat;0.3;6,70568989513130e-01
hat;0.3;2,28148682274994e-01
hat;0.3;2,22662226481483e-01
hat;0.3;4,83215695795748e-01
hat;0.3;4,14240461501103e-01
hat;0.3;3,45649815208372e-01
hat;0.3;3,87733787241029e-01
hat;0.3;9,84697679938007e-02
hat;0.3;5,68050266314006e-01
hat;0.3;1,24247929223709e-01
hat;0.3;7,65068822318018e-01
hat;0.3;6,85577358900458e-01
hat;0.3;1,01241460936007e-01
hat;0.3;-1,74557755876244e-02
hat;0.3;2,51844024083771e-01
hat;0.3;3,46830657748343e-01
hat;0.3;5,93658946173370e-01
hat;0.3;5,45048638719939e-01
hat;0.3;-2,60604319868066e-02
hat;0.3;1,48815172981506e-01
hat;0.3;4,53383287852286e-01
hat;0.3;4,16158462418435e-01
hat;0.3;1,54393612779098e-01
hat;0.3;3,57983819401458e-01
hat;0.3;4,68630662416918e-01
hat;0.3;4,26324722218024e-01
hat;0.3;2,54637666086941e-01
hat;0.3;4,75931049328699e-01
hat;0.3;3,14951268161600e-01
hat;0.3;8,04161218708103e-01
hat;0.3;1,91007853959829e-01
hat;0.3;2,01816546478107e-01
hat;0.3;-5,51636393349539e-02
hat;0.3;7,32498213780958e-01
hat;0.3;6,62944975351942e-01
hat;0.3;1,12800311655651e-01
hat;0.3;3,68959144605074e-01
hat;0.3;5,84669761274390e-01
hat;0.3;4,16006994229056e-01
hat;0.3;4,28465307475063e-01
hat;0.3;3,96826628958445e-01
hat;0.3;4,00642690652180e-01
hat;0.3;4,46723772810998e-02
hat;0.3;3,70891777541652e-01
hat;0.3;5,77113787950956e-01
hat;0.3;3,26302458177109e-01
hat;0.3;2,74796868692797e-01
hat;0.3;3,78802685818736e-02
hat;0.3;7,87057001499676e-01
hat;0.3;-1,22132547618984e-01
hat;0.3;7,89791999557226e-01
hat;0.3;3,95846248334573e-01
hat;0.3;8,48410841893727e-02
hat;0.3;-1,91450212835684e-01
hat;0.3;5,51122032736523e-01
hat;0.3;3,31643095297939e-01
hat;0.3;3,17814060075135e-01
hat;0.3;-3,23547240811096e-01
hat;0.3;4,91306050361458e-01
hat;0.3;1,94454138713437e-01
hat;0.3;5,89645234581125e-02
hat;0.3;6,60919228786325e-01
hat;0.3;5,86348209230583e-01
hat;0.3;-1,53913619701173e-01
hat;0.3;-1,63461981706523e-02
hat;0.3;7,01223862669954e-01
hat;0.3;2,69869001678284e-01
hat;0.3;1,35295707066458e-01
hat;0.3;3,62271032518732e-01
hat;0.3;7,24513900741630e-01
hat;0.3;1,43592150317810e-01
hat;0.3;1,64927660278733e-01
hat;0.3;9,83430690148930e-02
hat;0.3;2,75519514506134e-01
hat;0.3;4,18870098305016e-01
hat;0.3;3,80654271523968e-01
hat;0.3;4,16116409934569e-01
hat;0.3;-1,12010603355738e-02
hat;0.3;6,47564130601998e-01
hat;0.3;3,69853290752535e-01
hat;0.3;-1,54329024213396e-01
hat;0.3;3,66973597991027e-01
hat;0.3;1,70254980057478e-01
hat;0.3;5,88403290563226e-02
hat;0.3;3,34315937783315e-01
hat;0.3;5,02833862581514e-01
hat;0.3;1,85767345892145e-01
hat;0.3;4,39714749704045e-01
hat;0.3;2,00012187241429e-01
hat;0.3;2,31537273528846e-01
hat;0.3;2,64801181578047e-01
hat;0.3;3,38115599745912e-01
hat;0.3;3,03610537253748e-01
hat;0.3;-4,85653351472726e-02
hat;0.3;3,79290289202659e-01
hat;0.3;6,50380841334052e-01
hat;0.3;2,22919624083931e-01
hat;0.3;-1,11659307545889e-01
hat;0.3;3,89794536627919e-01
hat;0.3;7,28473220075588e-01
hat;0.3;4,06108441213872e-01
hat;0.3;2,00798885930048e-01
hat;0.3;5,66902348574706e-02
hat;0.3;6,30744556636080e-01
hat;0.3;3,55276208281520e-01
hat;0.3;2,36629786972437e-01
hat;0.3;-1,38763199274808e-01
hat;0.3;2,62671547528982e-01
hat;0.3;-7,77453744137669e-02
hat;0.3;1,57909779380038e-01
hat;0.3;2,62910134390074e-01
hat;0.3;1,48558977653952e-01
hat;0.3;7,65837023413174e-02
hat;0.3;8,02570686986905e-02
hat;0.3;7,31276658677781e-01
hat;0.3;2,18114508150960e-01
hat;0.3;3,67261322424235e-01
hat;0.3;4,65051183220300e-01
hat;0.3;5,79269612686456e-01
hat;0.3;2,57123943515193e-01
hat;0.3;6,44014802836301e-02
hat;0.3;2,49966589121299e-01
hat;0.3;4,98223231741461e-01
hat;0.3;1,82660532130006e-01
hat;0.3;4,89834535663444e-01
hat;0.3;2,28171752003876e-01
hat;0.3;3,70286564804100e-01
hat;0.3;1,57736522227992e-01
hat;0.3;3,99538261407381e-01
hat;0.3;3,85307973877747e-01
hat;0.3;5,62144974528440e-01
hat;0.3;3,80413163751331e-01
hat;0.3;2,47855043503883e-01
hat;0.3;4,15586134930054e-01
hat;0.3;-3,02425811115071e-02
hat;0.3;1,81070655506169e-01
hat;0.3;2,97104697345560e-01
hat;0.3;3,32056781955272e-02
hat;0.3;2,15731031441911e-01
hat;0.3;2,53195453646915e-01
hat;0.3;3,44758440212495e-02
hat;0.3;1,20664315278831e-01
hat;0.3;1,48526940618706e-01
hat;0.3;6,01461195549581e-01
hat;0.3;4,32248289740204e-01
hat;0.3;2,03770440433091e-01
hat;0.3;-2,82998746687780e-02
hat;0.3;-1,23041630867071e-01
hat;0.3;4,28361462222335e-02
hat;0.3;2,06146901316916e-01
hat;0.3;1,84093208282690e-01
hat;0.3;3,04846200836829e-01
hat;0.3;8,79724258731995e-02
hat;0.3;-8,12494274470227e-02
hat;0.3;4,82569683660735e-01
hat;0.3;2,98681436411721e-02
hat;0.3;2,75980585324023e-01
hat;0.3;2,84955596212132e-01
hat;0.3;4,50600275836733e-01
hat;0.3;6,11539416110912e-01
hat;0.3;6,30172478033182e-02
hat;0.3;1,05271198602929e-01
hat;0.3;4,59487061893937e-02
hat;0.3;4,04312425341639e-02
